Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Ice;ADCARRY;BDS;G2;Hans_Sama;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:40:02;Neeko;Orianna;Azir;Sion;Varus;Jinx;Loss;12;6;2;1;17;2;4;4;1.5;335;12;0;8.4;15583;389;21.8;42;23;5;6;6;1.05;0.57;0.15;0.12;9.3;24219;20990;2749;480;605;25.6;0.15;50;0;0;0;0;0;514;-2;517;1;0;1068;1068;4433;1194;7847;0;36;524;17776;119;7;30;0;450
Labrov;SUPPORT;BDS;G2;Mikyx;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:40:02;LeBlanc;Taliyah;Aatrox;Aurelion_Sol;Ashe;Lulu;Loss;12;6;2;1;13;2;6;8;1.7;73;0;0;1.8;11328;283;15.8;229;101;35;15;14;5.72;2.52;0.37;0.87;50.4;17522;14542;2545;435;438;18.5;0.25;83.3;1;0;0;0;0;-383;-7;-132;0;0;221;221;1690;0;4658;0;83;716;16385;163;17;36;650;0
Adam;TOP;BDS;G2;Brokenblade;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:32:50;Draven;Vi;Volibear;Jinx;Gragas;KSante;Win;22;11;2;2;18;2;2;10;6;250;12;0;7.6;12456;379;17.9;40;15;4;6;5;1.22;0.46;0.18;0.12;12.4;15140;1737;13221;182;461;17.3;0.37;54.5;2;0;0;0;0;52;-11;426;1;0;4033;4033;21192;1760;33751;0;38;524;34770;47;10;30;0;0
Sheo;JUNGLE;BDS;G2;Yike;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:32:50;Twisted_Fate;Zeri;Lucian;Jax;Volibear;Jax;Win;22;11;2;2;16;4;2;10;7;219;197;0;6.7;13726;418;19.7;51;14;9;10;10;1.55;0.43;0.3;0.27;15.8;14029;9020;4052;957;427;16;0.43;63.6;0;1;0;0;0;55;12;278;0;0;1578;1578;17524;0;50655;0;25;1223;34482;78;12;29;250;150
nuc;MID;BDS;G2;Caps;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:32:50;Kalista;Rell;Nami;Nautilus;Azir;Taliyah;Win;22;11;2;2;18;3;3;6;3;266;4;0;8.1;13363;407;19.2;47;10;10;7;7;1.43;0.3;0.21;0.3;14.6;17470;74;16613;783;532;20;0.27;40.9;0;0;1;0;0;-1028;10;-247;0;0;8340;8340;1864;0;15459;0;11;206;17502;97;10;27;0;50
Ice;ADCARRY;BDS;G2;Hans_Sama;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:32:50;RekSai;Rumble;Gragas;Taliyah;Lucian;Jinx;Win;22;11;2;2;17;12;2;4;8;344;10;0;10.5;19608;597;28.2;67;17;22;7;6;2.04;0.52;0.21;0.67;20.7;31501;23469;6895;1137;959;36;0.49;72.7;0;0;1;0;0;1668;23;-92;0;0;9741;9741;3165;0;11802;0;1;33;18696;35;8;26;0;1300
Labrov;SUPPORT;BDS;G2;Mikyx;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:32:50;Neeko;Orianna;Azir;KSante;Nami;Nautilus;Win;22;11;2;2;14;1;2;18;9.5;18;0;0;0.5;10395;317;14.9;118;53;14;13;13;3.59;1.61;0.4;0.43;36.5;9296;1177;7945;174;283;10.6;0.58;86.4;0;0;0;0;0;545;-15;-15;0;0;728;728;12725;10124;5245;2443;33;212;10918;42;15;32;0;0
Brokenblade;TOP;G2;BDS;Adam;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:32:50;Vi;Draven;Jinx;Volibear;KSante;Gragas;Loss;11;2;3;0;16;0;5;4;0.8;251;0;0;7.6;10622;324;19.3;25;12;2;2;2;0.76;0.37;0.06;0.06;9.6;12401;9635;2577;189;378;15.8;0.12;36.4;0;0;0;0;0;-52;11;-426;-1;0;3598;3598;3772;0;50284;601;28;725;34114;161;3;19;0;0
Yike;JUNGLE;G2;BDS;Sheo;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:32:50;Zeri;Twisted_Fate;Jax;Lucian;Jax;Volibear;Loss;11;2;3;0;14;3;3;4;2.3;169;157;0;5.1;10841;330;19.7;43;16;10;4;4;1.31;0.49;0.12;0.3;16.5;12451;6418;5549;484;379;15.9;0.21;63.6;0;0;0;0;0;-55;-12;-278;0;0;665;665;17273;0;23711;0;17;249;33455;81;4;18;700;150
Caps;MID;G2;BDS;nuc;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:32:50;Rell;Kalista;Nautilus;Nami;Taliyah;Azir;Loss;11;2;3;0;16;4;2;5;4.5;243;6;0;7.4;12202;372;22.2;42;12;3;7;6;1.28;0.37;0.21;0.09;16.1;24230;1054;23176;0;738;31;0.27;81.8;0;1;0;0;0;1028;-10;247;0;0;4382;4382;1809;0;7106;0;39;484;13633;51;9;25;650;0
Hans_Sama;ADCARRY;G2;BDS;Ice;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:32:50;Rumble;RekSai;Taliyah;Gragas;Jinx;Lucian;Loss;11;2;3;0;16;4;3;7;3.7;326;15;0;9.9;14130;430;25.7;31;10;12;5;3;0.94;0.3;0.15;0.37;11.9;22974;20818;2156;0;700;29.4;0.34;100;0;0;0;0;0;-1668;-23;92;0;0;1673;1673;3023;0;7089;0;15;62;14119;53;6;25;150;100
Mikyx;SUPPORT;G2;BDS;Labrov;07.04.2024;4;6;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:32:50;Orianna;Neeko;KSante;Azir;Nautilus;Nami;Loss;11;2;3;0;12;0;9;9;1;31;0;0;0.9;7224;220;13.1;120;73;14;19;18;3.65;2.22;0.58;0.43;46;6200;1534;3924;742;189;7.9;0.27;81.8;0;0;0;0;0;-545;15;15;0;0;239;239;2552;616;31717;1521;37;180;22421;179;21;35;0;0
Brokenblade;TOP;G2;BDS;Adam;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Blue;00:21:40;Vi;Draven;Rell;Varus;Zac;Aatrox;Win;24;9;2;1;14;6;0;6;Perfect_KDA;140;0;0;6.5;8430;389;17.9;17;8;2;1;1;0.78;0.37;0.05;0.09;10.5;10549;1149;9190;210;487;21.9;0.55;50;3;0;0;0;0;1061;18;1977;2;0;1450;1450;24867;0;16801;0;27;273;18468;0;2;15;0;0
Yike;JUNGLE;G2;BDS;Sheo;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Blue;00:21:40;Zeri;Twisted_Fate;Jinx;Volibear;Rell;Volibear;Win;24;9;2;1;12;1;1;16;17;117;112;0;5.4;8089;373;17.1;22;7;4;4;4;1.02;0.32;0.18;0.18;13.6;5222;1126;3756;340;241;10.8;0.78;70.8;0;0;0;0;0;440;-15;-187;0;0;382;382;8238;625;21604;257;25;273;15259;26;4;14;0;0
Caps;MID;G2;BDS;nuc;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Blue;00:21:40;Nautilus;Kalista;Lulu;Ashe;Aurelion_Sol;Azir;Win;24;9;2;1;13;4;1;11;15;158;6;0;7.3;9095;420;19.3;23;9;4;3;3;1.06;0.42;0.14;0.18;14.2;12886;146;12740;0;595;26.8;0.69;62.5;0;2;0;0;0;-396;-15;274;1;0;2386;2386;1179;0;4772;0;11;274;11049;16;5;15;0;0
Hans_Sama;ADCARRY;G2;BDS;Ice;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Blue;00:21:40;Orianna;Sion;Zac;Azir;Jinx;Varus;Win;24;9;2;1;13;11;0;4;Perfect_KDA;230;0;0;10.6;13835;639;29.3;35;7;12;1;1;1.62;0.32;0.05;0.55;21.6;14665;13293;1372;0;677;30.4;0.69;62.5;0;2;0;0;0;3103;17;591;0;0;18750;18750;3834;0;5423;0;4;18;9249;0;2;19;0;0
Mikyx;SUPPORT;G2;BDS;Labrov;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Blue;00:21:40;Taliyah;Neeko;Aurelion_Sol;Aatrox;Lulu;Ashe;Win;24;9;2;1;10;2;1;13;15;17;0;0;0.8;7753;358;16.4;65;37;7;9;9;3;1.71;0.42;0.32;40.1;4846;972;3356;518;224;10.1;0.69;62.5;0;0;0;0;0;1567;-10;1312;2;0;5784;5784;778;225;3053;2508;7;160;6328;21;11;26;0;150
Adam;TOP;BDS;G2;Brokenblade;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Red;00:21:40;Draven;Vi;Varus;Rell;Aatrox;Zac;Loss;3;2;1;0;11;0;7;0;0;142;0;0;6.6;6526;301;19.2;25;9;3;6;3;1.15;0.42;0.28;0.14;14.9;7771;6356;1391;24;359;22.8;0;0;0;0;0;0;0;-1061;-18;-1977;-2;0;2104;2104;2178;0;8035;0;11;133;16471;112;8;20;0;0
Sheo;JUNGLE;BDS;G2;Yike;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Red;00:21:40;Twisted_Fate;Zeri;Volibear;Jinx;Volibear;Rell;Loss;3;2;1;0;10;0;4;2;0.5;130;122;0;6;6455;298;19;33;7;7;6;5;1.52;0.32;0.28;0.32;19.6;4085;2365;1541;179;189;12;0.09;66.7;0;0;0;0;0;-440;15;187;0;0;299;299;9397;0;17624;0;6;389;19934;100;7;22;0;0
nuc;MID;BDS;G2;Caps;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Red;00:21:40;Kalista;Nautilus;Ashe;Lulu;Azir;Aurelion_Sol;Loss;3;2;1;0;12;1;5;1;0.4;184;8;0;8.5;7371;340;21.6;20;9;2;5;4;0.92;0.42;0.23;0.09;11.9;8407;255;7983;169;388;24.7;0.09;66.7;0;0;0;0;0;396;15;-274;-1;0;280;280;312;0;6044;0;8;91;12334;156;7;23;0;0
Ice;ADCARRY;BDS;G2;Hans_Sama;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Red;00:21:40;Sion;Orianna;Azir;Zac;Varus;Jinx;Loss;3;2;1;0;11;2;3;0;0.7;180;0;0;8.3;8477;391;24.9;20;11;2;2;2;0.92;0.51;0.09;0.09;11.9;8653;6600;1905;148;399;25.4;0.09;66.7;0;0;0;0;0;-3103;-17;-591;0;0;3166;3166;1439;0;4143;0;13;264;9176;26;3;17;150;0
Labrov;SUPPORT;BDS;G2;Mikyx;07.04.2024;4;6;v14.6;Spring_Playoffs_24;3;4;5;3;Red;00:21:40;Neeko;Taliyah;Aatrox;Aurelion_Sol;Ashe;Lulu;Loss;3;2;1;0;8;0;5;2;0.4;30;4;0;1.4;5221;241;15.3;70;38;7;5;4;3.23;1.75;0.23;0.32;41.7;5134;4635;246;253;237;15.1;0.09;66.7;0;0;0;0;0;-1567;10;-1312;-2;0;1384;1384;655;475;3055;0;17;273;8326;68;7;20;0;0
Adam;TOP;BDS;G2;Brokenblade;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Blue;00:33:43;Draven;Vi;Volibear;Aphelios;Rumble;Sion;Loss;13;7;2;2;15;0;4;9;2.3;211;16;0;6.3;11357;337;18;34;14;3;4;3;1.01;0.42;0.12;0.09;9.5;14491;649;13842;0;430;17.3;0.27;69.2;0;0;0;0;0;-765;-28;-1441;-2;0;2654;2654;1979;0;15856;0;17;395;19877;134;6;22;0;0
Sheo;JUNGLE;BDS;G2;Yike;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Blue;00:33:43;Twisted_Fate;Zeri;Rumble;RekSai;Volibear;RekSai;Loss;13;7;2;2;15;1;1;7;8;188;175;0;5.6;11153;331;17.7;44;9;11;8;7;1.3;0.27;0.24;0.33;12.3;12829;6544;5677;608;380;15.3;0.24;61.5;0;0;0;0;0;482;25;1099;1;0;3213;3213;18530;0;41126;0;27;545;33457;50;9;27;0;0
nuc;MID;BDS;G2;Caps;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Blue;00:33:43;Jinx;Rell;Azir;Taliyah;Azir;Taliyah;Loss;13;7;2;2;17;3;3;4;2.3;295;12;0;8.7;13951;414;22.1;35;13;5;8;8;1.04;0.39;0.24;0.15;9.8;20985;693;20020;272;622;25;0.21;53.8;0;0;0;0;0;-3;-17;-649;0;0;6172;6172;821;0;15595;0;9;171;18515;108;11;32;150;350
Ice;ADCARRY;BDS;G2;Hans_Sama;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Blue;00:33:43;Nautilus;Lucian;Kaisa;Sion;Kaisa;Aphelios;Loss;13;7;2;2;17;9;2;1;5;347;26;0;10.3;17668;524;28;51;11;22;1;1;1.51;0.33;0.03;0.65;14.2;31755;21511;10062;182;942;37.8;0.3;76.9;0;2;1;0;0;367;21;1226;1;0;7868;7868;4734;0;8167;0;3;90;14238;91;3;24;200;1200
Labrov;SUPPORT;BDS;G2;Mikyx;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Blue;00:33:43;Lulu;Xayah;Rakan;Janna;Rakan;Janna;Loss;13;7;2;2;12;0;8;8;1;56;0;0;1.7;8917;264;14.1;194;103;33;18;16;5.75;3.05;0.53;0.98;54.2;3878;506;2478;894;115;4.6;0.24;61.5;0;0;0;0;0;145;17;639;1;0;1996;1996;4444;1642;19518;3755;18;62;17428;154;22;40;0;0
Brokenblade;TOP;G2;BDS;Adam;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Red;00:33:43;Vi;Draven;Aphelios;Volibear;Sion;Rumble;Win;18;9;3;1;17;4;4;7;2.8;240;0;0;7.1;14091;418;21.2;28;16;4;5;5;0.83;0.47;0.15;0.12;10;8796;4614;4080;102;261;11.9;0.33;61.1;0;0;0;0;0;765;28;1441;2;0;9085;9085;4479;0;75025;0;23;689;28248;107;6;22;850;0
Yike;JUNGLE;G2;BDS;Sheo;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Red;00:33:43;Zeri;Twisted_Fate;RekSai;Rumble;RekSai;Volibear;Win;18;9;3;1;14;2;3;11;4.3;142;123;0;4.2;10126;300;15.2;56;12;18;10;9;1.66;0.36;0.3;0.53;20;8011;3941;3394;676;238;10.9;0.39;72.2;0;0;0;0;0;-482;-25;-1099;-1;1;0;0;23659;0;41211;0;26;264;41033;100;10;26;0;0
Caps;MID;G2;BDS;nuc;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Red;00:33:43;Rell;Jinx;Taliyah;Azir;Taliyah;Azir;Win;18;9;3;1;18;6;1;8;14;317;38;0;9.4;16104;478;24.2;31;12;6;2;2;0.92;0.36;0.06;0.18;11.1;27840;1243;25915;682;826;37.8;0.42;77.8;0;1;0;0;0;3;17;649;0;0;5688;5688;3338;954;9014;0;28;672;16623;49;5;24;700;150
Hans_Sama;ADCARRY;G2;BDS;Ice;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Red;00:33:43;Lucian;Nautilus;Sion;Kaisa;Aphelios;Kaisa;Win;18;9;3;1;17;5;3;8;4.3;372;47;0;11;16954;503;25.5;23;12;7;3;2;0.68;0.36;0.09;0.21;8.2;20326;17790;2059;477;603;27.6;0.39;72.2;0;0;0;0;0;-367;-21;-1226;-1;0;15532;15532;3171;0;16848;0;14;188;11727;114;5;21;0;200
Mikyx;SUPPORT;G2;BDS;Labrov;07.04.2024;4;6;v14.6;Spring_Playoffs_24;4;4;5;4;Red;00:33:43;Xayah;Lulu;Janna;Rakan;Janna;Rakan;Win;18;9;3;1;14;1;2;16;8.5;39;0;0;1.2;9273;275;13.9;142;86;22;16;16;4.21;2.55;0.47;0.65;50.7;8726;976;5892;1858;259;11.8;0.5;94.4;0;0;0;0;0;-145;-17;-639;-1;0;2098;2098;11138;6811;7088;3311;34;176;14136;38;18;36;0;0
Oscarinin;TOP;FNC;VIT;Photon;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:31:00;Maokai;Zeri;Ashe;Varus;KSante;Malphite;Loss;15;2;0;0;14;2;6;3;0.8;214;0;0;6.9;10065;325;18.7;26;10;6;5;5;0.84;0.32;0.16;0.19;10.1;22622;15012;5780;1830;730;26.7;0.16;33.3;0;0;0;0;0;1332;36;263;0;0;2455;2455;3848;0;50752;0;44;386;37393;216;6;27;0;100
Razork;JUNGLE;FNC;VIT;Daglas;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:31:00;Nautilus;Rell;Vi;Rumble;Vi;Volibear;Loss;15;2;0;0;15;5;8;8;1.6;193;173;0;6.2;11078;357;20.6;30;9;9;6;6;0.97;0.29;0.19;0.29;11.6;11968;11271;295;402;386;14.1;0.42;86.7;1;0;0;0;0;-103;4;96;0;0;0;0;12695;0;38050;0;32;355;38210;227;7;26;150;200
Humanoid;MID;FNC;VIT;Vetheo;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:31:00;Twisted_Fate;RekSai;Kalista;Volibear;Diana;Ahri;Loss;15;2;0;0;15;2;10;6;0.8;231;12;0;7.5;11407;368;21.2;27;11;1;1;1;0.87;0.35;0.03;0.03;10.5;23645;1841;21664;140;763;27.9;0.26;53.3;0;1;0;0;0;-1550;-3;-480;0;0;2022;2022;185;0;27083;0;7;41;22539;286;3;21;700;100
Noah;ADCARRY;FNC;VIT;Carzzy;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:31:00;Orianna;Azir;KSante;Ahri;Kalista;Varus;Loss;15;2;0;0;14;4;7;7;1.6;256;0;0;8.3;12568;405;23.4;32;13;8;5;4;1.03;0.42;0.16;0.26;12.4;18248;14773;3431;44;589;21.6;0.35;73.3;0;1;0;0;0;-868;-9;-1179;-1;0;410;410;1887;0;8377;0;11;316;20052;178;7;23;0;100
Jun;SUPPORT;FNC;VIT;Hylissang;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:31:00;Renekton;Taliyah;Diana;Malphite;Ashe;Rumble;Loss;15;2;0;0;12;2;7;6;1.1;47;0;0;1.5;8579;277;16;143;72;23;11;9;4.61;2.32;0.35;0.74;55.4;8194;6610;1460;124;264;9.7;0.26;53.3;0;0;0;0;0;-246;-5;-368;-1;0;256;256;1889;582;5982;0;50;504;16217;157;13;32;700;0
Photon;TOP;VIT;FNC;Oscarinin;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:31:00;Zeri;Maokai;Varus;Ashe;Malphite;KSante;Win;38;10;4;1;18;6;2;15;10.5;243;11;0;7.8;13982;451;20.6;42;16;11;8;8;1.35;0.52;0.26;0.35;15.2;18238;7429;10552;257;588;16.2;0.68;55.3;0;1;0;0;0;-1332;-36;-263;0;0;5496;5496;3180;0;48845;0;21;1120;21275;53;9;25;0;0
Daglas;JUNGLE;VIT;FNC;Razork;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:31:00;Rell;Nautilus;Rumble;Vi;Volibear;Vi;Win;38;10;4;1;15;6;4;21;6.8;148;127;0;4.8;12640;408;18.6;40;11;8;12;10;1.29;0.35;0.39;0.26;14.5;19481;15037;3885;559;628;17.3;0.87;71.1;1;1;0;0;0;103;-4;-96;0;0;4070;4070;19631;0;46820;0;26;839;34666;86;12;31;150;0
Vetheo;MID;VIT;FNC;Humanoid;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:31:00;RekSai;Twisted_Fate;Volibear;Kalista;Ahri;Diana;Win;38;10;4;1;18;11;2;17;14;284;0;0;9.2;16348;527;24.1;57;22;12;6;5;1.84;0.71;0.19;0.39;20.7;23498;2478;16371;4649;758;20.9;0.9;73.7;1;1;2;0;0;1550;3;480;0;0;7461;7461;9712;1948;11280;0;10;58;17524;59;10;26;100;700
Carzzy;ADCARRY;VIT;FNC;Noah;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:31:00;Azir;Orianna;Ahri;KSante;Varus;Kalista;Win;38;10;4;1;16;13;3;15;9.3;249;12;0;8;15636;504;23;54;15;21;5;5;1.74;0.48;0.16;0.68;19.6;30483;22127;7930;426;983;27.1;0.9;73.7;0;2;2;0;0;868;9;1179;1;0;4777;4777;6905;0;13433;0;19;318;18311;108;6;28;150;850
Hylissang;SUPPORT;VIT;FNC;Jun;08.04.2024;3;7;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:31:00;Taliyah;Renekton;Malphite;Diana;Rumble;Ashe;Win;38;10;4;1;13;2;6;20;3.7;35;0;0;1.1;9253;298;13.6;83;47;6;13;12;2.68;1.52;0.42;0.19;30.1;20986;682;19771;533;677;18.6;0.71;57.9;1;0;0;0;0;246;5;368;1;0;429;429;1682;0;17944;0;16;182;22093;131;15;32;100;0
Oscarinin;TOP;FNC;VIT;Photon;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:30:37;Rumble;Zeri;RekSai;Varus;RekSai;Jayce;Win;31;9;2;2;18;4;3;13;5.7;254;4;0;8.3;13525;442;19.8;26;10;9;4;4;0.85;0.33;0.13;0.29;10.6;15488;8838;6480;170;506;14.6;0.56;54.8;1;0;0;0;0;172;-10;1337;1;0;5387;5387;27662;0;48438;0;22;130;48718;142;5;20;0;300
Razork;JUNGLE;FNC;VIT;Daglas;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:30:37;Twisted_Fate;Rell;Jax;Volibear;Jax;Volibear;Win;31;9;2;2;15;4;6;11;2.5;166;153;0;5.4;11557;377;17;50;12;11;6;6;1.63;0.39;0.2;0.36;20.3;16551;9559;6358;634;541;15.6;0.49;48.4;0;1;0;0;0;-299;13;257;0;0;3363;3363;17097;0;29416;0;25;306;38832;211;7;25;150;150
Humanoid;MID;FNC;VIT;Vetheo;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:30:37;Ashe;Kalista;Azir;Taliyah;Azir;Taliyah;Win;31;9;2;2;18;4;3;17;7;264;24;0;8.6;14822;484;21.7;29;11;10;0;0;0.95;0.36;0;0.33;11.8;32138;701;30925;512;1050;30.3;0.69;67.7;0;0;0;0;0;1652;19;1193;1;0;9631;9631;7829;0;25076;0;20;214;25318;121;2;17;0;250
Noah;ADCARRY;FNC;VIT;Carzzy;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:30:37;Renata_Glasc;Lucian;Xayah;Rakan;Xayah;Varus;Win;31;9;2;2;16;17;5;3;4;264;28;0;8.6;18471;603;27.1;40;13;12;3;3;1.31;0.42;0.1;0.39;16.3;33211;33003;0;208;1085;31.3;0.65;64.5;2;6;0;0;0;69;-15;-199;0;0;5705;5705;3972;0;15012;0;29;89;16788;161;4;25;1050;700
Jun;SUPPORT;FNC;VIT;Hylissang;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Blue;00:30:37;Nautilus;Jinx;Blitzcrank;Jayce;Blitzcrank;Rakan;Win;31;9;2;2;14;2;6;19;3.5;27;0;0;0.9;9800;320;14.4;101;49;9;17;16;3.3;1.6;0.56;0.29;41.1;8731;2071;5588;1072;285;8.2;0.69;67.7;1;0;0;0;0;279;-4;-465;0;0;384;384;5159;0;21038;0;66;389;29317;152;19;38;200;0
Photon;TOP;VIT;FNC;Oscarinin;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:30:37;Zeri;Rumble;Varus;RekSai;Jayce;RekSai;Loss;23;3;2;0;16;5;8;10;1.9;257;4;0;8.4;12799;418;22;47;16;10;5;5;1.54;0.52;0.16;0.33;18.1;40802;31728;8442;632;1333;33;0.49;65.2;0;0;1;0;0;-172;10;-1337;-1;0;2366;2366;1488;0;22307;0;20;148;21311;273;7;27;300;350
Daglas;JUNGLE;VIT;FNC;Razork;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:30:37;Rell;Twisted_Fate;Volibear;Jax;Volibear;Jax;Loss;23;3;2;0;14;5;4;14;4.8;133;124;0;4.3;10631;347;18.3;34;13;8;13;12;1.11;0.42;0.42;0.26;13.1;19183;13301;4443;1439;627;15.5;0.62;82.6;0;0;0;0;0;299;-13;-257;0;0;445;445;19845;0;53376;0;26;399;41706;91;14;33;300;400
Vetheo;MID;VIT;FNC;Humanoid;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:30:37;Kalista;Ashe;Taliyah;Azir;Taliyah;Azir;Loss;23;3;2;0;17;5;5;12;3.4;292;18;0;9.5;13895;454;23.9;37;15;6;7;7;1.21;0.49;0.23;0.2;14.2;25432;1131;23872;429;831;20.6;0.56;73.9;0;0;1;0;0;-1652;-19;-1193;-1;0;439;439;3026;0;20748;0;30;628;24213;138;10;28;650;400
Carzzy;ADCARRY;VIT;FNC;Noah;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:30:37;Lucian;Renata_Glasc;Rakan;Xayah;Varus;Xayah;Loss;23;3;2;0;15;8;7;8;2.3;247;3;0;8.1;13525;442;23.3;39;14;11;5;5;1.27;0.46;0.16;0.36;15;31463;20864;10142;457;1028;25.5;0.52;69.6;0;0;0;0;0;-69;15;199;0;0;2948;2948;5005;0;16696;0;25;282;21088;179;7;24;150;250
Hylissang;SUPPORT;VIT;FNC;Jun;08.04.2024;3;7;v14.6;Spring_Playoffs_24;2;4;5;2;Red;00:30:37;Jinx;Nautilus;Jayce;Blitzcrank;Rakan;Blitzcrank;Loss;23;3;2;0;11;0;7;18;2.6;32;0;0;1;7218;236;12.4;103;47;12;11;10;3.36;1.54;0.36;0.39;39.6;6671;906;4888;877;218;5.4;0.59;78.3;0;0;0;0;0;-279;4;465;0;0;53;53;6731;2231;28616;4519;40;107;25503;168;14;29;0;0
Photon;TOP;VIT;FNC;Oscarinin;08.04.2024;3;7;v14.6;Spring_Playoffs_24;3;4;5;3;Blue;00:24:39;Zeri;Rell;Orianna;Varus;Aatrox;Zac;Loss;6;2;1;0;13;0;5;0;0;194;8;0;7.9;8342;338;22;21;8;8;3;2;0.85;0.32;0.12;0.32;13.5;20269;16562;3321;386;822;27.5;0;0;0;0;0;0;0;16;5;-84;0;0;4602;4602;7972;0;16326;0;25;194;24485;132;4;21;0;0
