Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Labrov;SUPPORT;BDS;VIT;Hylissang;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:30:57;Rell;Yasuo;Gnar;Maokai;Nautilus;Braum;Loss;7;4;0;0;11;0;4;2;0.5;35;0;0;1.1;6563;212;12.4;112;59;14;17;16;3.62;1.91;0.55;0.45;48.1;3799;582;2318;899;123;6.3;0.06;28.6;0;0;0;0;0;-666;-2;-570;0;0;2263;2263;1835;0;24897;795;25;105;16511;40;19;34;0;0
Adam;TOP;BDS;VIT;Photon;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:28:04;Rumble;Olaf;Azir;Jayce;Gragas;Jayce;Win;18;9;2;2;17;3;3;8;3.7;216;10;0;7.7;12343;440;21;29;12;5;6;6;1.03;0.43;0.21;0.18;11.9;14579;1012;12923;644;519;23.5;0.39;61.1;1;0;0;0;0;-942;-36;-943;-1;0;9200;9200;7578;0;14850;0;34;431;20426;66;8;29;100;0
Sheo;JUNGLE;BDS;VIT;Daglas;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:28:04;Twisted_Fate;Orianna;Rell;Maokai;Vi;Maokai;Win;18;9;2;2;15;4;1;8;12;178;142;0;6.3;11236;400;19.1;40;4;11;1;1;1.43;0.14;0.04;0.39;16.4;8962;8249;0;713;319;14.4;0.43;66.7;0;0;0;0;0;206;18;1138;1;0;1251;1251;12518;0;33651;0;24;372;20562;16;1;19;300;0
nuc;MID;BDS;VIT;Vetheo;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:28:04;Kalista;Varus;Zeri;Kaisa;Azir;Tristana;Win;18;9;2;2;16;2;4;7;2.3;211;18;0;7.5;11306;403;19.2;32;9;9;5;3;1.14;0.32;0.18;0.32;13.1;11636;565;10940;131;415;18.8;0.32;50;0;0;0;0;0;-635;-24;-564;0;0;3573;3573;4331;0;8961;0;9;154;15538;75;10;27;400;150
Ice;ADCARRY;BDS;VIT;Carzzy;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:28:04;Nautilus;Renekton;Vi;Rakan;Zeri;Kaisa;Win;18;9;2;2;17;8;0;3;Perfect_KDA;325;12;0;11.6;15505;552;26.4;53;12;18;6;5;1.89;0.43;0.21;0.64;21.7;21329;14054;5892;1383;760;34.4;0.39;61.1;0;0;0;0;1;890;17;1242;1;0;9840;9840;3431;0;7600;0;7;141;8021;0;7;25;0;0
Labrov;SUPPORT;BDS;VIT;Hylissang;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:28:04;Aatrox;Sejuani;Gragas;Tristana;Rell;Rakan;Win;18;9;2;2;12;1;1;14;15;35;4;0;1.2;8418;300;14.3;90;50;11;17;17;3.21;1.78;0.61;0.39;36.9;5535;1036;3868;631;197;8.9;0.53;83.3;0;0;0;0;0;185;0;247;0;1;815;815;3021;0;16136;0;31;51;11624;12;19;32;150;0
Photon;TOP;VIT;BDS;Adam;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:28:04;Olaf;Rumble;Jayce;Azir;Jayce;Gragas;Loss;9;3;2;0;15;4;4;0;1;259;20;0;9.2;11498;410;24.7;35;16;5;6;5;1.25;0.57;0.21;0.18;16.7;17563;15338;2039;186;626;33.9;0.14;44.4;2;0;0;0;0;942;36;943;1;0;7943;7943;3734;0;9142;0;11;128;15837;128;9;29;150;350
Daglas;JUNGLE;VIT;BDS;Sheo;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:28:04;Orianna;Twisted_Fate;Maokai;Rell;Maokai;Vi;Loss;9;3;2;0;12;2;4;3;1.3;125;118;0;4.5;8245;294;17.7;30;7;4;8;6;1.07;0.25;0.29;0.14;14.3;10982;734;9186;1062;391;21.2;0.18;55.6;0;0;0;0;0;-206;-18;-1138;-1;0;1975;1975;15798;0;28311;0;44;377;30441;130;9;23;0;150
Vetheo;MID;VIT;BDS;nuc;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:28:04;Varus;Kalista;Kaisa;Zeri;Tristana;Azir;Loss;9;3;2;0;15;3;4;3;1.5;257;8;0;9.2;11121;396;23.8;39;14;8;5;5;1.39;0.5;0.18;0.29;18.6;9727;8452;1275;0;347;18.8;0.21;66.7;0;0;0;0;0;635;24;564;0;0;1251;1251;3978;0;12514;0;3;76;15768;154;7;19;0;350
Carzzy;ADCARRY;VIT;BDS;Ice;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:28:04;Renekton;Nautilus;Rakan;Vi;Kaisa;Zeri;Loss;9;3;2;0;14;0;2;1;0.5;251;0;0;8.9;9805;349;21;24;13;3;4;4;0.86;0.46;0.14;0.11;11.4;10161;3426;6730;5;362;19.6;0.04;11.1;0;0;0;0;0;-890;-17;-1242;-1;0;187;187;2210;0;6417;0;0;0;10018;83;5;19;0;100
Hylissang;SUPPORT;VIT;BDS;Labrov;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:28:04;Sejuani;Aatrox;Tristana;Gragas;Rakan;Rell;Loss;9;3;2;0;9;0;4;5;1.3;27;0;0;1;5967;213;12.8;82;48;7;14;13;2.92;1.71;0.5;0.25;39;3403;526;2266;611;121;6.6;0.18;55.6;0;0;0;0;0;-185;0;-247;0;0;0;0;3102;674;15563;1582;23;73;15164;78;16;28;0;0
Photon;TOP;VIT;BDS;Adam;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:34:08;Olaf;Rumble;Azir;Zeri;Aatrox;Renekton;Loss;12;5;3;0;17;2;3;7;3;294;32;0;8.6;13355;391;22.3;45;14;12;10;8;1.32;0.41;0.29;0.35;14.9;26193;22173;2992;1028;767;34.1;0.26;75;0;0;0;0;0;848;16;1037;1;0;4783;4783;13254;0;22731;0;27;251;32186;95;11;28;0;350
Daglas;JUNGLE;VIT;BDS;Sheo;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:34:08;Orianna;Twisted_Fate;Xayah;Maokai;Volibear;Maokai;Loss;12;5;3;0;14;4;3;6;3.3;182;167;0;5.3;11635;341;19.4;50;9;13;10;8;1.46;0.26;0.29;0.38;16.5;13831;8778;4192;861;405;18;0.29;83.3;0;0;0;0;0;1035;25;1468;2;0;5139;5139;19846;0;40519;0;20;549;35708;113;11;30;150;300
Vetheo;MID;VIT;BDS;nuc;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:34:08;Rell;Kalista;Nautilus;Rakan;Azir;Hwei;Loss;12;5;3;0;17;4;3;2;2;312;24;0;9.1;13432;394;22.4;51;15;10;8;7;1.49;0.44;0.23;0.29;16.8;13713;262;13335;116;402;17.8;0.18;50;0;1;0;0;0;73;4;294;0;0;1120;1120;3925;0;13971;0;7;189;17695;95;11;27;0;650
Carzzy;ADCARRY;VIT;BDS;Ice;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:34:08;Darius;Jayce;Aatrox;Hwei;Xayah;Zeri;Loss;12;5;3;0;16;2;3;6;2.7;348;24;0;10.2;14245;417;23.8;49;17;20;6;6;1.44;0.5;0.18;0.59;16.2;17612;16542;88;982;516;22.9;0.23;66.7;0;0;0;0;0;-397;4;-690;0;0;3971;3971;4421;0;8491;0;16;112;17107;89;7;24;350;350
Hylissang;SUPPORT;VIT;BDS;Labrov;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:34:08;Garen;Sejuani;Volibear;Renekton;Nautilus;Rakan;Loss;12;5;3;0;11;0;5;8;1.6;39;0;0;1.1;7289;214;12.2;108;52;17;13;12;3.16;1.52;0.38;0.5;35.6;5491;1034;3776;681;161;7.1;0.23;66.7;0;0;0;0;0;67;8;304;0;0;264;264;2882;927;25901;1003;43;185;16754;123;15;30;0;0
Adam;TOP;BDS;VIT;Photon;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:34:08;Rumble;Olaf;Zeri;Azir;Renekton;Aatrox;Win;17;8;2;2;17;1;3;9;3.3;252;8;0;7.4;12562;368;18.7;48;19;11;12;10;1.41;0.56;0.35;0.32;13.7;16596;12867;3331;398;486;18.8;0.29;58.8;0;0;0;0;0;-848;-16;-1037;-1;0;3967;3967;9642;0;26028;0;16;96;31030;94;18;39;0;0
Sheo;JUNGLE;BDS;VIT;Daglas;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:34:08;Twisted_Fate;Orianna;Maokai;Xayah;Maokai;Volibear;Win;17;8;2;2;15;1;3;15;5.3;151;139;0;4.4;10846;318;16.1;37;9;6;7;7;1.08;0.26;0.21;0.18;10.5;9379;594;7517;1268;275;10.6;0.47;94.1;0;0;0;0;0;-1035;-25;-1468;-2;1;526;526;22254;790;39152;0;37;451;35494;76;7;21;0;0
nuc;MID;BDS;VIT;Vetheo;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:34:08;Kalista;Rell;Rakan;Nautilus;Hwei;Azir;Win;17;8;2;2;18;10;3;6;5.3;276;17;0;8.1;16819;493;25;29;11;5;2;2;0.85;0.32;0.06;0.15;8.3;35251;1461;33369;421;1033;39.8;0.47;94.1;0;1;0;0;1;-73;-4;-294;0;0;8446;8446;1824;0;12750;542;28;973;18285;122;9;24;950;200
Ice;ADCARRY;BDS;VIT;Carzzy;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:34:08;Jayce;Darius;Hwei;Aatrox;Zeri;Xayah;Win;17;8;2;2;18;5;1;7;12;369;27;0;10.8;17841;523;26.6;52;15;19;4;3;1.52;0.44;0.12;0.56;14.8;23453;15459;7126;868;687;26.5;0.35;70.6;0;0;1;0;0;397;-4;690;0;0;8822;8822;4916;0;15047;0;8;200;16091;49;6;25;700;300
Labrov;SUPPORT;BDS;VIT;Hylissang;01.04.2024;2;3;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:34:08;Sejuani;Garen;Renekton;Volibear;Rakan;Nautilus;Win;17;8;2;2;13;0;2;14;7;37;0;0;1.1;9096;266;13.5;185;108;21;19;19;5.42;3.16;0.56;0.62;52.7;3786;412;3286;88;111;4.3;0.41;82.4;0;0;0;0;0;-67;-8;-304;0;0;244;244;6492;2353;18573;3003;22;63;14336;34;22;37;0;0
Oscarinin;TOP;FNC;G2;Brokenblade;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Blue;00:25:38;Draven;Vi;Rumble;Lucian;Aatrox;Renekton;Loss;7;2;1;0;13;1;4;1;0.5;180;12;0;7;8651;337;21.6;25;9;4;4;4;0.98;0.35;0.16;0.16;14.5;15859;12593;3238;28;619;22.8;0.08;28.6;0;0;0;0;0;-34;3;-370;0;0;2406;2406;7522;0;20437;0;18;175;26192;152;5;22;200;0
Razork;JUNGLE;FNC;G2;Yike;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Blue;00:25:38;Kalista;RekSai;Ashe;Volibear;Xin_Zhao;Volibear;Loss;7;2;1;0;12;1;5;2;0.6;155;148;0;6;7678;300;19.2;31;5;5;4;3;1.21;0.2;0.16;0.2;18;11404;10458;658;288;445;16.4;0.12;42.9;0;0;0;0;0;-717;10;-46;0;0;0;0;19349;0;26112;0;15;461;36788;126;5;22;0;0
Humanoid;MID;FNC;G2;Caps;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Blue;00:25:38;Nautilus;Rell;Orianna;Nami;Orianna;Aurelion_Sol;Loss;7;2;1;0;13;2;6;2;0.7;180;4;0;7;8772;342;21.9;11;8;2;1;1;0.43;0.31;0.04;0.08;6.4;11430;936;10406;88;446;16.4;0.16;57.1;1;0;0;0;0;-524;-4;-182;0;0;3158;3158;768;0;14006;323;17;223;17833;200;3;21;0;0
Noah;ADCARRY;FNC;G2;Hans_Sama;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Blue;00:25:38;Neeko;Jax;Xin_Zhao;Aurelion_Sol;Ashe;Lucian;Loss;7;2;1;0;12;3;5;3;1.2;199;8;0;7.8;9265;361;23.1;27;8;7;5;2;1.05;0.31;0.2;0.27;15.7;17583;14342;3029;212;686;25.3;0.23;85.7;0;0;0;0;0;-184;-21;-996;-1;0;907;907;2020;0;5564;0;40;479;13967;104;7;21;400;0
Jun;SUPPORT;FNC;G2;Mikyx;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Blue;00:25:38;Twisted_Fate;KSante;Aatrox;Renekton;Rumble;Nami;Loss;7;2;1;0;10;0;7;5;0.7;33;0;0;1.3;5666;221;14.2;78;36;8;10;9;3.04;1.4;0.39;0.31;45.3;13298;493;12113;692;519;19.1;0.2;71.4;0;0;0;0;0;-459;6;528;0;0;0;0;615;0;8343;0;10;114;14912;160;12;22;0;0
Brokenblade;TOP;G2;FNC;Oscarinin;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Red;00:25:38;Vi;Draven;Lucian;Rumble;Renekton;Aatrox;Win;27;8;2;1;15;7;0;7;Perfect_KDA;192;0;0;7.5;11421;446;21.3;30;11;2;3;3;1.17;0.43;0.12;0.08;14.2;26010;20537;5025;448;1015;29.3;0.55;51.9;0;1;1;0;0;34;-3;370;0;0;2882;2882;13415;0;32681;0;21;56;30705;0;5;24;0;0
Yike;JUNGLE;G2;FNC;Razork;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Red;00:25:38;RekSai;Kalista;Volibear;Ashe;Volibear;Xin_Zhao;Win;27;8;2;1;14;7;2;9;8;134;124;0;5.2;11054;431;20.6;31;8;5;7;6;1.21;0.31;0.27;0.2;14.6;13371;8945;4112;314;522;15.1;0.62;59.3;0;1;0;0;0;717;-10;46;0;0;3459;3459;15242;0;28441;0;18;377;27584;52;7;24;0;0
Caps;MID;G2;FNC;Humanoid;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Red;00:25:38;Rell;Nautilus;Nami;Orianna;Aurelion_Sol;Orianna;Win;27;8;2;1;15;10;4;13;5.8;195;8;0;7.6;11968;467;22.3;21;7;1;2;2;0.82;0.27;0.08;0.04;9.9;26405;228;25960;217;1030;29.8;0.9;85.2;0;1;0;0;0;524;4;182;0;0;2575;2575;1980;0;11613;0;22;521;21890;128;4;22;0;600
Hans_Sama;ADCARRY;G2;FNC;Noah;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Red;00:25:38;Jax;Neeko;Aurelion_Sol;Xin_Zhao;Lucian;Ashe;Win;27;8;2;1;14;2;1;14;16;231;4;0;9;11486;448;21.4;33;12;8;4;3;1.29;0.47;0.16;0.31;15.6;14863;9786;4689;388;580;16.8;0.62;59.3;0;0;0;0;0;184;21;996;1;0;6482;6482;2861;0;6118;0;0;18;10799;10;5;20;0;0
Mikyx;SUPPORT;G2;FNC;Jun;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;2;3;4;Red;00:25:38;KSante;Twisted_Fate;Renekton;Aatrox;Nami;Rumble;Win;27;8;2;1;12;1;0;21;Perfect_KDA;25;0;0;1;7814;305;14.5;97;46;14;9;9;3.78;1.79;0.35;0.55;45.8;8028;695;7333;0;313;9.1;0.86;81.5;0;0;0;0;0;459;-6;-528;0;0;1507;1507;6533;5203;2289;1259;31;158;4799;0;11;24;0;0
Brokenblade;TOP;G2;FNC;Oscarinin;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Blue;00:21:04;Vi;Draven;Volibear;Zeri;RekSai;Olaf;Win;18;8;3;0;13;2;3;7;3;149;0;0;7.1;8940;424;20;15;10;0;3;3;0.71;0.47;0.14;0;10.3;11136;5633;5452;51;529;21.4;0.43;50;0;0;0;0;0;-381;-9;155;0;0;6340;6340;13469;0;16967;0;19;103;25457;79;4;14;150;0
Yike;JUNGLE;G2;FNC;Razork;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Blue;00:21:04;Rumble;Kalista;RekSai;Jax;Volibear;Jax;Win;18;8;3;0;11;8;3;5;4.3;116;116;0;5.5;9230;438;20.6;15;8;0;3;3;0.71;0.38;0.14;0;10.3;9828;6539;2721;568;467;18.9;0.62;72.2;0;1;0;0;0;935;4;-1;0;0;1523;1523;11584;0;19515;0;17;475;22861;64;3;16;50;450
Caps;MID;G2;FNC;Humanoid;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Blue;00:21:04;Twisted_Fate;Rell;Azir;Corki;Azir;Corki;Win;18;8;3;0;14;4;1;9;13;218;16;0;10.3;10644;505;23.8;21;7;4;2;1;1;0.33;0.09;0.19;14.4;16425;309;15999;117;780;31.5;0.62;72.2;0;1;0;0;0;-163;16;303;0;0;11452;11452;2903;0;5043;0;5;96;9829;40;4;14;0;400
Hans_Sama;ADCARRY;G2;FNC;Noah;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Blue;00:21:04;Renata_Glasc;KogMaw;Jinx;Olaf;Jinx;Zeri;Win;18;8;3;0;13;4;0;9;Perfect_KDA;197;0;0;9.4;10447;496;23.3;29;11;9;6;6;1.38;0.52;0.28;0.43;19.9;11977;10901;960;116;569;23;0.62;72.2;0;1;0;0;0;1608;14;898;1;0;5576;5576;3261;0;3293;0;11;34;7719;0;8;23;0;0
Mikyx;SUPPORT;G2;FNC;Jun;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Blue;00:21:04;Blitzcrank;Lucian;Thresh;Nautilus;Thresh;Nautilus;Win;18;8;3;0;9;0;3;13;4.3;17;0;0;0.8;5486;260;12.3;66;36;7;11;11;3.13;1.71;0.52;0.33;45.2;2731;403;1910;418;130;5.2;0.62;72.2;0;0;0;0;0;230;-3;-874;-1;0;280;280;985;471;8600;1018;14;52;9093;46;13;25;0;0
Oscarinin;TOP;FNC;G2;Brokenblade;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:21:04;Draven;Vi;Zeri;Volibear;Olaf;RekSai;Loss;10;1;0;0;12;1;4;2;0.8;154;4;0;7.3;6848;325;18.2;20;9;2;4;3;0.95;0.43;0.19;0.09;13.2;11242;8605;0;2637;534;22.2;0.14;30;1;0;0;0;0;381;9;-155;0;0;0;0;5620;0;15241;0;10;147;17470;76;7;24;0;0
Razork;JUNGLE;FNC;G2;Yike;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:21:04;Kalista;Rumble;Jax;RekSai;Jax;Volibear;Loss;10;1;0;0;11;2;4;5;1.8;113;106;0;5.4;7513;357;20;34;12;6;6;5;1.61;0.57;0.28;0.28;22.5;8392;5063;2649;680;398;16.6;0.33;70;0;0;0;0;0;-935;-4;1;0;0;1150;1150;9661;0;10977;0;15;194;21674;53;7;19;550;0
Humanoid;MID;FNC;G2;Caps;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:21:04;Rell;Twisted_Fate;Corki;Azir;Corki;Azir;Loss;10;1;0;0;13;3;4;3;1.5;195;4;0;9.3;9408;447;25.1;15;6;4;0;0;0.71;0.28;0;0.19;9.9;12382;1434;10685;263;588;24.5;0.28;60;0;0;0;0;0;163;-16;-303;0;0;1595;1595;1214;0;5658;0;0;17;11234;97;1;19;150;50
Noah;ADCARRY;FNC;G2;Hans_Sama;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:21:04;KogMaw;Renata_Glasc;Olaf;Jinx;Zeri;Jinx;Loss;10;1;0;0;12;4;3;1;1.7;195;3;0;9.3;8992;427;24;33;7;15;3;1;1.57;0.33;0.14;0.71;21.9;14121;8437;5574;110;670;27.9;0.24;50;0;0;0;0;0;-1608;-14;-898;-1;0;0;0;876;0;5910;0;3;80;8996;47;5;24;150;150
Jun;SUPPORT;FNC;G2;Mikyx;01.04.2024;2;3;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:21:04;Lucian;Blitzcrank;Nautilus;Thresh;Nautilus;Thresh;Loss;10;1;0;0;9;0;3;6;2;17;0;0;0.8;4765;226;12.7;49;28;1;10;7;2.33;1.33;0.47;0.05;32.5;4498;1112;2802;584;214;8.9;0.28;60;0;0;0;0;0;-230;3;874;1;0;0;0;807;391;10288;0;33;131;7293;31;11;23;0;0
Wunder;TOP;TH;SK;Irrelevant;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:29:36;Kalista;Neeko;Azir;Zeri;KSante;Gnar;Loss;8;3;1;0;15;1;2;1;1;204;0;0;6.9;9213;311;18.6;36;16;6;5;5;1.22;0.54;0.17;0.2;12;10520;8667;817;1036;355;19.1;0.07;25;0;0;0;0;0;-1911;-48;-1995;-2;0;0;0;4475;0;38843;255;23;1134;27194;39;8;20;200;0
Jankos;JUNGLE;TH;SK;Isma;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:29:36;Twisted_Fate;Nautilus;Jinx;Rakan;Vi;Maokai;Loss;8;3;1;0;13;1;6;2;0.5;154;136;0;5.2;8704;294;17.6;49;8;14;7;6;1.66;0.27;0.24;0.47;16.3;4354;4188;0;166;147;7.9;0.1;37.5;0;0;0;0;0;-363;-4;-273;-1;0;0;0;10751;0;30000;0;18;172;28546;188;8;23;300;0
Zwyroo;MID;TH;SK;Nisqy;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:29:36;Rell;Varus;Renata_Glasc;Maokai;Azir;Aurelion_Sol;Loss;8;3;1;0;16;3;3;4;2.3;262;8;0;8.9;12279;415;24.8;64;23;22;4;3;2.16;0.78;0.14;0.74;21.3;25128;544;23778;806;849;45.5;0.24;87.5;2;1;0;0;0;211;7;508;1;0;6109;6109;1992;0;11565;0;10;163;18024;91;6;21;450;0
Flakked;ADCARRY;TH;SK;Exakick;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:29:36;Jayce;Gragas;Vi;Aurelion_Sol;Jinx;Zeri;Loss;8;3;1;0;14;3;3;1;1.3;294;28;0;9.9;12652;427;25.6;43;13;14;4;4;1.45;0.44;0.14;0.47;14.3;12320;10456;1043;821;416;22.3;0.14;50;0;1;0;0;0;-1387;-14;-592;-1;1;2658;2658;3354;0;7703;0;5;53;13736;106;5;23;850;200
Trymbi;SUPPORT;TH;SK;Doss;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:29:36;Renekton;RekSai;KSante;Gnar;Renata_Glasc;Rakan;Loss;8;3;1;0;12;0;5;6;1.2;44;0;0;1.5;6633;224;13.4;108;58;18;6;5;3.65;1.96;0.2;0.61;36;2880;561;2308;11;97;5.2;0.2;75;0;0;0;0;0;-527;0;-157;0;0;246;246;3093;1198;11805;2013;14;149;14756;111;8;20;0;0
Irrelevant;TOP;SK;TH;Wunder;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:29:36;Neeko;Kalista;Zeri;Azir;Gnar;KSante;Win;19;7;3;0;16;2;1;5;7;265;18;0;9;11983;405;21.4;30;14;7;4;4;1.01;0.47;0.14;0.24;11.2;21762;17816;3538;408;735;26.7;0.24;36.8;0;0;0;0;0;1911;48;1995;2;0;9857;9857;7268;0;20611;0;34;483;20596;41;5;20;0;300
Isma;JUNGLE;SK;TH;Jankos;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:29:36;Nautilus;Twisted_Fate;Rakan;Jinx;Maokai;Vi;Win;19;7;3;0;13;1;2;16;8.5;134;112;0;4.5;8984;304;16.1;31;10;9;9;8;1.05;0.34;0.3;0.3;11.6;8037;1060;5969;1008;272;9.9;0.57;89.5;0;0;0;0;0;363;4;273;1;0;418;418;16375;0;26552;0;43;477;28189;41;10;24;0;0
Nisqy;MID;SK;TH;Zwyroo;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:29:36;Varus;Rell;Maokai;Renata_Glasc;Aurelion_Sol;Azir;Win;19;7;3;0;16;7;3;7;4.7;249;18;0;8.4;12486;422;22.3;29;13;8;7;5;0.98;0.44;0.24;0.27;10.8;21235;339;20464;432;717;26;0.47;73.7;0;1;0;0;0;-211;-7;-508;-1;0;3475;3475;3302;307;6973;0;19;556;15533;48;9;26;200;650
Exakick;ADCARRY;SK;TH;Flakked;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:29:36;Gragas;Jayce;Aurelion_Sol;Vi;Zeri;Jinx;Win;19;7;3;0;16;9;2;5;7;335;28;0;11.3;15151;512;27.1;52;16;26;6;6;1.76;0.54;0.2;0.88;19.4;26382;20103;6279;0;891;32.4;0.47;73.7;0;1;1;0;0;1387;14;592;1;0;7477;7477;3105;0;10381;0;4;133;9915;88;9;29;0;850
Doss;SUPPORT;SK;TH;Trymbi;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:29:36;RekSai;Renekton;Gnar;KSante;Rakan;Renata_Glasc;Win;19;7;3;0;12;0;0;17;Perfect_KDA;48;0;0;1.6;7335;248;13.1;126;74;24;12;12;4.26;2.5;0.41;0.81;47;4116;563;3203;350;139;5;0.57;89.5;0;0;0;0;0;527;0;157;0;0;430;430;5622;1877;14481;3299;20;51;9838;0;14;30;0;0
Irrelevant;TOP;SK;TH;Wunder;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:30:49;Neeko;Kalista;Rakan;Azir;Renekton;RekSai;Loss;4;4;2;0;16;0;3;1;0.3;295;8;0;9.6;12257;398;23.8;33;10;7;5;4;1.07;0.32;0.16;0.23;13;20176;17685;2291;200;655;30.4;0.03;25;0;0;0;0;0;713;24;78;0;0;3359;3359;8636;0;33712;0;24;91;30286;95;7;23;0;300
Isma;JUNGLE;SK;TH;Jankos;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:30:49;Nautilus;Rell;Xayah;Zeri;Sejuani;Maokai;Loss;4;4;2;0;13;2;3;2;1.3;175;145;0;5.7;9436;306;18.3;50;13;18;10;10;1.62;0.42;0.32;0.58;19.8;5879;3675;1632;572;191;8.9;0.13;100;0;0;0;0;0;344;18;123;1;0;2671;2671;14618;0;39858;0;18;411;32351;54;11;24;50;50
